2243	http://www.stat-nba.com/player/2243.html	A	阿朗佐-莫宁	Alonzo Mourning	1970-02-08 00:00:00	弗吉尼亚州切萨皮克	Indian River in Chesapeake, Virginia	Georgetown University	中锋	2.08	109	33 [33]在退役	1992年第1轮第2顺位被选中
2252	http://www.stat-nba.com/player/2252.html	A	安东尼-莫罗	Anthony Morrow	1985-09-27 00:00:00	北卡罗莱纳州夏洛特	Charlotte Latin in Charlotte, North Carolina	Georgia Institute of Technology	后卫	1.98	95	2,3,22,23	非选秀球员
2256	http://www.stat-nba.com/player/2256.html	A	亚当-莫里森	Adam Morrison	1984-07-19 00:00:00	蒙大拿州格伦代夫	Mead in Spokane, Washington	Gonzaga University	前锋	2.03	93	6,35	2006年第1轮第3顺位被选中
2281	http://www.stat-nba.com/player/2281.html	A	安德鲁-摩尔	Andre Moore	1964-07-02 00:00:00	伊利诺伊州芝加哥	Carver in Chicago, Illinois	Loyola University of Chicago	前锋	2.06	98	31,53	1987年第2轮第8顺位被选中
2334	http://www.stat-nba.com/player/2334.html	A	安东尼-米勒	Anthony Miller	1971-10-22 00:00:00	密歇根州本顿港	Benton Harbor in Benton Harbor, Michigan	Michigan State University	前锋	2.06	102	2,9,34,41	1994年第2轮第12顺位被选中
2335	http://www.stat-nba.com/player/2335.html	A	安德烈-米勒	Andre Miller	1976-03-19 00:00:00	加州洛杉矶	Verbum Dei in Los Angeles, California	University of Utah	后卫	1.88	91	7,22,24	1999年第1轮第8顺位被选中
2342	http://www.stat-nba.com/player/2342.html	A	阿隆-迈尔斯	Aaron Miles	1983-04-13 00:00:00	俄勒冈州波特兰	Jefferson in Portland, Oregon	University of Kansas	后卫	1.85	79	0	非选秀球员
2343	http://www.stat-nba.com/player/2343.html	A	艾尔-米克西斯	Al Miksis	1928-02-02 00:00:00	暂无信息	暂无信息	Western Illinois University	中锋	2.01	95	10	非选秀球员
236	http://www.stat-nba.com/player/236.html	A	安德烈-布朗	Andre Brown	1981-05-12 00:00:00	伊利诺伊州芝加哥	Leo in Chicago, Illinois	DePaul University	前锋	2.06	111	1,44	非选秀球员
2403	http://www.stat-nba.com/player/2403.html	A	阿隆-麦基	Aaron McKie	1972-10-02 00:00:00	宾夕法尼亚州费城	Simon Gratz in Philadelphia, Pennsylvania	Temple University	后卫	1.96	95	2,8,23	1994年第1轮第17顺位被选中
241	http://www.stat-nba.com/player/241.html	A	阿隆-布鲁克斯	Aaron Brooks	1985-01-14 00:00:00	华盛顿西雅图	Franklin in Seattle, Washington	University of Oregon	后卫	1.83	84	0,3,30	2007年第1轮第26顺位被选中
2417	http://www.stat-nba.com/player/2417.html	A	阿雷-麦克奎尔	Allie McGuire	1951-07-10 00:00:00	纽约纽约	暂无信息	Marquette University	后卫	1.91	79	16	1973年第3轮第14顺位被选中
2418	http://www.stat-nba.com/player/2418.html	A	Alfred McGuire	Alfred McGuire	1928-09-07 00:00:00	纽约纽约	St. John's Preparatory School in Brooklyn, New York	St. John's University	后卫-前锋	1.88	82	3,7,16	1951年第6轮第6顺位被选中
2431	http://www.stat-nba.com/player/2431.html	A	安东尼奥-麦克戴斯	Antonio McDyess	1974-09-07 00:00:00	密西西比奎特曼	Quitman in Quitman, Mississippi	University of Alabama	前锋-中锋	2.06	100	14,24,34	1995年第1轮第2顺位被选中
2455	http://www.stat-nba.com/player/2455.html	A	阿马尔-麦卡斯基尔	Amal McCaskill	1973-10-28 00:00:00	伊利诺伊州梅伍德	St. Joseph in Westchester, Illinois	Marquette University	前锋-中锋	2.11	107	0,15	1996年第2轮第20顺位被选中
